   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    -4    -4    -4    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -4    -4    -3    -4    -3    -3    -3    -4    -3    -4    -3    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    99    -4    -4    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -4    -4    -4    -4    -4    -3    -4    -3    -4    -3    -4    -3    -3    -3    -3    -3    -3    -3    -4    -3    -4    -3    -4    -4    -4    -4    -4    -4    -4    -4    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -3    -3    -3    -4    -3    -4    -3    -4    -3    -4    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -4    -3    -4    -3    -4    -3    -4    -4    -4    -4    -4    99    99    99    99    99    99    99    99    99    99    99    99    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -4    -3    -4    -3    -3    -4    -4    -3    99    99    99    99    99    99    99    -4    -4    -4    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -3    -3    -3    -3    -3    -3    -3    -3    -3    -2    -3    -2    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -4    -3    -3    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    -4    99    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -3    -3    -3    -3    -3    -3    -3    -3    -2    -3    -2    -2    -2    -2    -2    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -4    -3    -4    -3    -4    -3    -4    -4    -3    -4    -3    -4    -4    99
   99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    -3    -3    -3    -3    -3    -3    -3    -3    -2    -3    -2    -2    -2    -2    -2    -2    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    99    99    99    99    99    99    99    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -3    -4    -3    -4    -4    -3    -4    -3    -4    99
